"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
2.33094756914075e-10,4.50883180096849e-14,1.58387712335897e-15,1.14853119696842e-18,1.22817635093311e-15,1.11310786705635e-20,2.78579736035249e-17,1.78544425958441e-14,4.49549039772599e-11,6.9427380493721e-10,1.07431773472077e-12,6.89202479931706e-13,2.83300548726939e-13,4.19967348228774e-11,1.59232140005573e-07,3.62573256407667e-05,1.52200674919333e-09,6.18407587485646e-08,1.35043027515032e-07,2.93596124952783e-05,0.00296349612730479,0.000108347232903975,2.28496554412633e-06,2.58249253905473e-08,3.20354385625986e-11,5.43149157754143e-10,8.57779205107969e-08,5.01108871200031e-06,0.000188874945481265,0.996665895559172,2.28672718464752e-09,9.85647189902573e-14,3.78014320494323e-15,9.82502494051126e-13,4.7681394648539e-16,4.17643350654107e-13,7.00562628196343e-12,3.48165246774523e-13,4.05832822800698e-13,2.58632684298103e-12,2.62390597948274e-12,7.81770699903116e-14,1.03427764708356e-12,8.03733578298455e-12
2.16810813345116e-17,3.90348048307135e-21,7.20686283813606e-23,1.83092670347167e-26,1.24187283745213e-23,1.20264437473628e-28,3.11578537257107e-25,5.10247758503235e-22,1.16166789102688e-18,5.28528457408108e-18,1.27893653414578e-20,2.02714921336459e-21,7.41747707022013e-22,1.19870078733311e-19,1.59130949436803e-15,1.03358857179231e-13,7.47816563287319e-18,3.52859662549298e-15,8.7565351928003e-14,2.69534758470742e-11,1.94351305402066e-10,1.0615478637503e-12,5.35918885645414e-15,1.00501672614371e-16,2.54623602550157e-19,2.4205292978107e-17,4.02571637395247e-16,2.27990654969653e-14,1.5698224645887e-11,2.28896356552171e-09,0.997640618106642,4.29586474850108e-05,4.41033997444828e-07,1.80199201623205e-06,3.4722997342426e-08,0.000180207839408156,0.000777411792009507,0.000135007881004902,8.71160120661215e-05,0.000999639878607688,0.000129418826075856,3.76331692252198e-07,1.21364883829013e-06,3.75075990616475e-06
1.61179793997184e-21,3.37870902134172e-25,5.47515797287616e-27,1.08543394208676e-30,6.15508259708032e-28,6.45492848782767e-33,1.62600170271535e-29,3.30967869667874e-26,6.65903963280405e-23,2.22632030014039e-22,6.31835422895211e-25,6.94791922616223e-26,2.39944769430861e-26,3.93034898297664e-24,6.27481824348306e-20,3.4069724625663e-18,2.8448655344718e-22,2.07120330255878e-19,7.53408380055512e-18,1.7443220759049e-15,7.88877563566759e-15,4.07356189600945e-17,1.71140786733084e-19,3.44035708724753e-21,1.0300443082108e-23,1.35189694700819e-21,1.4140217477853e-20,7.81437032386025e-19,7.36813450856764e-16,7.25718375594249e-14,3.15989539568586e-05,0.733831295969996,0.000254834915667654,1.37932070817959e-06,1.79872742266995e-05,0.165459542707065,0.00102341200532578,0.0724392112231434,0.00861934507881785,0.0180836226712547,0.000235532805138492,1.33895172794593e-06,5.30389089566222e-07,3.67733799685691e-07
1.6366130730407e-21,5.21839719532496e-25,7.18188413733274e-27,9.73213678366434e-31,3.44520577509894e-28,4.87128299811777e-33,1.06997776217396e-29,3.15439718518056e-26,4.38720567959333e-23,6.81247429555881e-23,3.21508311274312e-25,1.08197149258832e-26,1.06855134011264e-27,1.50687522578958e-25,1.06307281239395e-21,3.26552861742956e-19,6.25991910809688e-23,1.20704304286755e-19,7.76779520214028e-18,9.09672297643374e-16,1.41783042586989e-15,7.27497031114673e-18,1.2700027242612e-20,9.72564566926919e-23,1.71120324963763e-25,1.15803660802008e-23,3.52851868748983e-22,2.09010192252094e-20,2.08362115788468e-16,3.54308613820305e-15,4.12972375306327e-07,0.000324403669490077,0.93416384711501,0.000145633923579694,0.0603291244890198,0.000258445806449156,0.000437483933776523,3.48152995326898e-05,0.00428778042620323,1.79341105946449e-05,1.1721631000587e-07,6.06451694276499e-10,2.40973621609055e-10,1.90227280871152e-10
5.79454390354163e-18,2.32691667294168e-21,3.07473519906784e-23,3.71471569413323e-27,1.02817325898031e-24,1.76185304763687e-29,3.52008054720211e-26,1.17579902168706e-22,1.30245275975343e-19,1.3041484275014e-19,8.70808399547521e-22,1.4647452450232e-23,5.55307849522154e-25,6.41066917095995e-23,1.69217739402319e-19,2.32374927127152e-16,9.69808878594409e-20,3.0576571993933e-16,2.50184721724065e-14,1.79705853949973e-12,1.2909981205606e-12,7.79729597612226e-15,7.87817144166669e-18,2.76982435430375e-20,3.17172764303291e-23,9.31117161342679e-22,8.63702389825323e-20,4.97714007727199e-18,2.84337742579e-13,9.84861829002756e-13,1.80455441052646e-06,1.87784727705842e-06,0.000155750961382133,0.999059241832315,8.92873968289835e-05,4.31518767665014e-06,0.000526462270366279,4.77748927823982e-07,0.000159870919041808,9.05891596099342e-07,5.34258080178889e-09,1.12608012249832e-11,1.20342019872927e-11,1.99115321549931e-11
5.203826996291e-22,1.96941654836086e-25,2.61695556541752e-27,3.23590274532797e-31,9.74284655092186e-29,1.55582131208223e-33,3.21162334850191e-30,1.03392341737458e-26,1.24556937168533e-23,1.54104594013126e-23,8.62759036635679e-26,2.09052635745098e-27,1.49171082514454e-28,2.00249757929461e-26,1.13928544221071e-22,5.17222387527525e-20,1.29056846364391e-23,3.16233792630934e-20,2.34290682173246e-18,2.14886758297185e-16,2.49256245457292e-16,1.33032930186362e-18,1.9149916058971e-21,1.17962440020575e-23,1.86498050444564e-26,1.08428873114729e-24,4.14086346570016e-23,2.45863759217631e-21,4.20440661296788e-17,4.49178984750375e-16,3.26785788519205e-08,2.30138460468276e-05,0.0606350924536712,8.39110193158332e-05,0.938901595480723,1.69976523687646e-05,3.93447912355204e-05,2.38921410694054e-06,0.000296448033717612,1.16687497175151e-06,7.88005131220828e-09,4.59089144459871e-11,1.66742798699819e-11,1.26282947682464e-11
6.77194632228982e-21,1.40780289570473e-24,2.29415661859166e-26,4.58853200344121e-30,2.61228799267582e-27,2.73542185200336e-32,6.89558016937933e-29,1.39587689237589e-25,2.82022776208937e-22,9.44043042714058e-22,2.68191473460005e-24,2.90632104347413e-25,9.46108168750681e-26,1.5376995906685e-23,2.30477680294688e-19,1.41217380985182e-17,1.20149157949787e-21,8.77255762483403e-19,3.15282465151374e-17,7.3805418766767e-15,3.33701436920344e-14,1.71961540742395e-16,7.00518101470126e-19,1.32093419802084e-20,3.74881554972084e-23,4.56242941674133e-21,5.37892482849144e-20,3.00091527824967e-18,3.12755203516561e-15,2.94364874141666e-13,0.00012689063439548,0.158389213420262,0.000194346375520969,3.03415986208887e-06,1.27174159941851e-05,0.702473606841995,0.00333823307043683,0.0733588220235256,0.0164561992356011,0.0453356834541279,0.000309022654132859,1.11526959507708e-06,6.00097750310423e-07,5.1534646245336e-07
7.70738686757039e-19,1.83914381555362e-22,2.78860563916419e-24,4.70591729269952e-28,2.20596918664278e-25,2.58639402728815e-30,6.21972584622427e-27,1.49934520006844e-23,2.63909473131053e-20,6.13747311403287e-20,2.201405613007e-22,1.28592846929936e-23,1.90403098591407e-24,2.79920131187174e-22,2.25764201765917e-18,4.87326276673222e-16,6.56640728201353e-20,8.00011321335949e-17,3.74939975203144e-15,6.72137654510262e-13,1.74774705724118e-12,8.72465611278378e-15,2.03354508835395e-17,1.93444054163739e-19,3.61882387022424e-22,2.48446938425653e-20,7.16871974195746e-19,4.22867501518879e-17,2.07927327525719e-13,6.63535659097218e-12,0.000735603691433648,0.00131650094987067,0.000442085175304807,0.000497442525491874,3.95579764060339e-05,0.00448594084542606,0.943988924462337,0.000619198461059967,0.0463089111532694,0.00155618705804772,9.57556147527347e-06,2.0023675190968e-08,2.0909949320282e-08,3.11969768056721e-08
2.75095492817276e-21,5.30677404419588e-25,9.14090376472724e-27,2.06757923983043e-30,1.31659529497939e-27,1.3055887487342e-32,3.35654158225708e-29,6.01617602309099e-26,1.30547677426871e-22,5.39195831371822e-22,1.35759715088708e-24,2.09011979155816e-25,1.0136471023217e-25,1.70468710218151e-23,3.27306934870001e-19,1.08764841657168e-17,7.54892316679007e-22,4.03187577156331e-19,1.21421514220161e-17,3.26428872609342e-15,1.9806565019968e-14,1.07244088974189e-16,5.96424873070698e-19,1.58381325454978e-20,5.53749981769603e-23,8.48465190314848e-21,6.69526762958913e-20,3.57429843187779e-18,1.65992705652845e-15,2.59964039323174e-13,0.000100707648105301,0.0734606791216575,2.77347678990542e-05,3.55865539664581e-07,1.89370553628351e-06,0.0777140948041232,0.000488135535733053,0.744179077221359,0.00182091047610025,0.0997821014770349,0.00240440915996295,1.09895360051627e-05,5.15060867393844e-06,3.76007198533529e-06
3.73789912211624e-20,9.13626791282288e-24,1.36960957587329e-25,2.26628475192412e-29,1.04929069128931e-26,1.23802736344532e-31,2.96705821810837e-28,7.24281703423954e-25,1.25943857757764e-21,2.92500522988412e-21,1.04604281927849e-23,6.29778694620582e-25,1.05759564305276e-25,1.59364667897724e-23,1.51635027389936e-19,2.48730530151164e-17,3.16135026970374e-21,3.80893730322549e-18,1.82227049006994e-16,3.19545650776726e-14,8.51263697489067e-14,4.24714181414827e-16,1.06500056261054e-18,1.16522875479515e-20,2.41527492609195e-23,1.98061182406641e-21,4.4273880340249e-20,2.58900975348411e-18,9.93011054663542e-15,3.7206568382893e-13,7.97895303223472e-05,0.0107324799022371,0.00419402994203252,0.000146217810021067,0.000288503138521034,0.0214053123767444,0.0448249398864371,0.00223580119509264,0.913738754349858,0.00234217744930958,1.1913282399715e-05,3.53400445437661e-08,2.24232473338748e-08,2.33732328674372e-08
2.06048469840466e-20,3.89767354077907e-24,6.832876857683e-26,1.59601227183332e-29,1.0374712713697e-26,1.0201914263249e-31,2.63018790254548e-28,4.58925340884204e-25,1.01046513342152e-21,4.3165427183863e-21,1.06957159422917e-23,1.69788843674739e-24,8.00333319275744e-25,1.3394690215082e-22,2.44356342188551e-18,8.8356367731234e-17,6.09659025568299e-21,3.10896121940801e-18,8.91779513825199e-17,2.4841325262515e-14,1.58699694523844e-13,8.64435225183075e-16,4.8292289116028e-18,1.22840232381573e-19,4.08167414653113e-22,5.80033270519836e-20,5.15518413450814e-19,2.77905881182676e-17,1.31127352808752e-14,2.10369662456235e-12,0.000812304297252113,0.0199773789430989,1.55634576511844e-05,7.35079463267268e-07,1.00751970346393e-06,0.0523190025918359,0.00133642379838314,0.108698735286109,0.00207800721267141,0.810679704305113,0.00405563960666282,9.91001828024847e-06,7.67735086242038e-06,7.91053061124802e-06
4.97337384565373e-21,8.37115620321907e-25,1.73174985524615e-26,5.75667425569776e-30,4.78252402196327e-27,4.34291830522758e-32,1.13439652568023e-28,1.39923112894243e-25,3.47401315636315e-22,2.46869209461795e-21,4.76429981547193e-24,1.82352304209459e-24,2.27910934274002e-24,4.0087210737263e-22,1.22886906162027e-17,9.44034706080187e-17,4.40033134651029e-21,9.65708391716359e-19,1.70611487821265e-17,6.0864086028653e-15,7.74229621194246e-14,5.28128086923942e-16,6.87105535296463e-18,4.2098539364731e-19,2.4202068349832e-21,5.7651935402766e-19,1.9093381543839e-18,8.84907210882753e-17,5.1106047462335e-15,2.59500092630853e-12,0.000127868090263673,0.000316369072074981,1.23681241336659e-07,5.27106902259963e-09,8.27271025919186e-09,0.000433609862958528,9.99853095501146e-06,0.00318470906326555,1.28513347818124e-05,0.00493115780429206,0.985686584206812,0.00190286292581985,0.0018551342408986,0.0015387176401731
5.01088502348913e-23,8.18229767693734e-27,1.98275137259201e-28,9.30958660007633e-32,9.26902941691158e-29,8.33972094011348e-34,2.11793843862178e-30,1.8475535981609e-27,4.79044809608956e-24,5.2117425468208e-23,8.52192842481979e-26,7.51162708538109e-26,2.60805449362055e-25,4.56192290885328e-23,2.13064056573273e-18,3.05378626180205e-18,1.14211379774927e-22,1.1305751989901e-20,1.32698968117141e-19,5.25453376537103e-17,1.0888173463691e-15,9.94994568518729e-18,3.08041441356541e-19,5.01868716483336e-20,5.93466004251775e-22,2.45978374779157e-19,2.4165075248516e-19,8.74673942672975e-18,6.33727359904706e-17,7.37666822771356e-14,3.54753860223968e-07,1.71592835178673e-06,6.10525231910469e-10,1.06000645531555e-11,4.59840698206026e-11,1.49307048377585e-06,1.99483671249242e-08,1.38877650299528e-05,3.63726971753637e-08,1.14962345139357e-05,0.00181551197731694,0.940438628146099,0.0510041193383419,0.00671273579775404
4.60132643096895e-22,7.54130003724086e-26,1.95340341081569e-27,1.03952712397926e-30,1.08389752265338e-27,9.83182268884368e-33,2.46025222732249e-29,1.90973982637413e-26,4.96395202884835e-23,6.12689701780664e-22,9.65416024830473e-25,1.03890414559273e-24,4.14110589660559e-24,7.21728179308688e-22,3.45512091389865e-17,3.90227688788887e-17,1.41508275800134e-21,1.08623584746783e-19,1.06657318095575e-18,4.32947061573815e-16,1.072791736778e-14,1.09894357228339e-16,4.23561289740989e-18,7.92947266013063e-19,9.81451670387448e-21,4.08373271892816e-18,3.83309891665816e-18,1.3470874954897e-16,6.04388830412633e-16,8.7954325775703e-13,1.03107102938973e-06,6.12587336978723e-07,2.1863320016747e-10,1.02092941677646e-11,1.50520853500682e-11,7.24038482742945e-07,1.8773953764817e-08,5.86611755677436e-06,2.07991757646213e-08,8.02660240674403e-06,0.00159516700696815,0.0459668196223258,0.847558458937299,0.104863254198678
3.3999478277393e-21,5.59668286269527e-25,1.49098731018521e-26,8.31098224624796e-30,8.78565753181882e-27,7.99525127378203e-32,1.99089772955172e-28,1.48415522801654e-25,3.85502662239004e-22,4.96636443906866e-21,7.74245262089639e-24,8.72768037833127e-24,3.41649662024722e-23,5.96709380041227e-21,2.80229014212288e-16,3.23022519975813e-16,1.16396539776322e-20,8.16428576351328e-19,7.38410454177379e-18,3.01807283626252e-15,8.09590195304257e-14,8.69960240823631e-16,3.55438229144207e-17,6.56132813523466e-18,7.67991410151252e-20,3.01999793490519e-17,3.16488338317218e-17,1.12611169749336e-15,4.50674506386816e-15,7.12108664364082e-12,3.31992977313066e-06,4.42507947214942e-07,1.79818139249744e-10,1.75993728771990e-11,1.18770446313609e-11,6.47818046982258e-07,2.91829617613794e-08,4.46172150618402e-06,2.25881413042553e-08,8.61668208799031e-06,0.00137849070482007,0.00630308044586712,0.109254019355059,0.883046868847283
